716331	46.48143935815058
716337	53.215847565878306
716339	37.78036299010344
716941	49.79205220282567
716960	51.5689660702243
717445	50.95200252554726
717446	46.07979756717501
717447	49.5242873654091
717578	59.71073176955968
717804	47.413985628973954
717816	52.87184128280919
737529	56.06804416210931
765273	52.159255530915864
765604	56.10319769111346
767471	55.61299575385682
767541	60.452788661761126
767542	60.7261200197672
767572	57.519837252030484
767573	61.7997645933375
767620	57.25509503569914
769402	54.588200002223076
769403	60.080787974912056
769405	40.43599482617129
769819	56.39174385031766
769953	52.22936607513382
771667	28.31013019791252
773012	41.93650144394574
773062	54.47168352294663
773869	54.631358631415544
773906	59.156519656473506
